"","Japanese_Name","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Abiity_1","Abiity_2","Abiity_3","Abiity_4","Abiity_5","Abiity_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Region.1","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Tyrunt","Chigoras<U+30C1><U+30B4><U+30E9><U+30B9>",696,"Royal Heir Pokémon","VI","Kalos",0,"Rock","Dragon","Strong Jaw"," Sturdy",NA,NA,NA,NA,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,58,0.8,26,89,77,45,45,48,"Kalos",7680,1000000,70,362,"45"
"Tyrantrum","Gachigoras<U+30AC><U+30C1><U+30B4><U+30E9><U+30B9>",697,"Despot Pokémon","VI","Kalos",0,"Rock","Dragon","Strong Jaw"," Rock Head",NA,NA,NA,NA,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,82,2.5,270,121,119,69,59,71,"Kalos",7680,1000000,70,521,"45"
"Amaura","Amarus<U+30A2><U+30DE><U+30EB><U+30B9>",698,"Tundra Pokémon","VI","Kalos",0,"Rock","Ice","Refrigerate"," Snow Warning",NA,NA,NA,NA,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,1.3,25.2,59,50,67,63,46,"Kalos",7680,1000000,70,362,"45"
"Aurorus","Amaruruga<U+30A2><U+30DE><U+30EB><U+30EB><U+30AC>",699,"Tundra Pokémon","VI","Kalos",0,"Rock","Ice","Refrigerate"," Snow Warning",NA,NA,NA,NA,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,123,2.7,225,77,72,99,92,58,"Kalos",7680,1000000,70,521,"45"
"Sylveon","Nymphia<U+30CB><U+30F3><U+30D5><U+30A3><U+30A2>",700,"Intertwining Pokémon","VI","Kalos",0,"Fairy","None","Cute Charm"," Pixilate",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,95,1,23.5,65,65,110,130,60,"Kalos",8960,1000000,70,525,"45"
"Hawlucha","Luchabull<U+30EB><U+30C1><U+30E3><U+30D6><U+30EB>",701,"Wrestling Pokémon","VI","Kalos",0,"Fighting","Flying","Limber"," Unburden"," Mold Breaker",NA,NA,NA,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,78,0.8,21.5,92,75,74,63,118,"Kalos",5120,1000000,70,500,"100"
"Dedenne","Dedenne<U+30C7><U+30C7><U+30F3><U+30CD>",702,"Antenna Pokémon","VI","Kalos",0,"Electric","Fairy","Cheek Pouch"," Pickup"," Plus",NA,NA,NA,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,67,0.2,2.2,58,57,81,67,101,"Kalos",5120,1000000,70,431,"180"
"Carbink","Melecie<U+30E1><U+30EC><U+30B7><U+30FC>",703,"Jewel Pokémon","VI","Kalos",0,"Rock","Fairy","Clear Body"," Sturdy",NA,NA,NA,NA,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,0.3,5.7,50,150,50,150,50,"Kalos",6400,1250000,70,500,"60"
"Goomy","Numera<U+30CC><U+30E1><U+30E9>",704,"Soft Tissue Pokémon","VI","Kalos",0,"Dragon","None","Sap Sipper"," Hydration"," Gooey",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,0.3,2.8,50,35,55,75,40,"Kalos",10240,1250000,35,300,"45"
"Sliggoo","Numeil<U+30CC><U+30E1><U+30A4><U+30EB>",705,"Soft Tissue Pokémon","VI","Kalos",0,"Dragon","None","Sap Sipper"," Hydration"," Gooey",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,68,0.8,17.5,75,53,83,113,60,"Kalos",10240,1250000,35,452,"45"
"Goodra","Numelgon<U+30CC><U+30E1><U+30EB><U+30B4><U+30F3>",706,"Dragon Pokémon","VI","Kalos",0,"Dragon","None","Sap Sipper"," Hydration"," Gooey",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,90,2,150.5,100,70,110,150,80,"Kalos",10240,1250000,35,600,"45"
"Klefki","Cleffy<U+30AF><U+30EC><U+30C3><U+30D5><U+30A3>",707,"Key Ring Pokémon","VI","Kalos",0,"Steel","Fairy","Prankster"," Magician",NA,NA,NA,NA,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,57,0.2,3,80,91,80,87,75,"Kalos",5120,800000,70,470,"75"
"Phantump","Bokurei<U+30DC><U+30AF><U+30EC><U+30FC>",708,"Stump Pokémon","VI","Kalos",0,"Ghost","Grass","Natural Cure"," Frisk"," Harvest",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,43,0.4,7,70,48,50,60,38,"Kalos",5120,1000000,70,309,"120"
"Trevenant","Ohrot<U+30AA><U+30FC><U+30ED><U+30C3><U+30C8>",709,"Elder Tree Pokémon","VI","Kalos",0,"Ghost","Grass","Natural Cure"," Frisk"," Harvest",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,85,1.5,71,110,76,65,82,56,"Kalos",5120,1000000,70,474,"60"
"Pumpkaboo","Bakeccha<U+30D0><U+30B1><U+30C3><U+30C1><U+30E3>",710,"Pumpkin Pokémon","VI","Kalos",0,"Ghost","Grass","Pickup"," Frisk"," Insomnia",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,59,0.8,15,66,70,44,55,41,"Kalos",5120,1000000,70,335,"120"
"Gourgeist","Pumpjin<U+30D1><U+30F3><U+30D7><U+30B8><U+30F3>",711,"Pumpkin Pokémon","VI","Kalos",0,"Ghost","Grass","Pickup"," Frisk"," Insomnia",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,85,1.7,39,100,122,58,75,54,"Kalos",5120,1000000,70,494,"60"
"Bergmite","Kachikohru<U+30AB><U+30C1><U+30B3><U+30FC><U+30EB>",712,"Ice Chunk Pokémon","VI","Kalos",0,"Ice","None","Own Tempo"," Ice Body"," Sturdy",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,55,1,99.5,69,85,32,35,28,"Kalos",5120,1000000,70,304,"190"
"Avalugg","Crebase<U+30AF><U+30EC><U+30D9><U+30FC><U+30B9>",713,"Iceberg Pokémon","VI","Kalos",0,"Ice","None","Own Tempo"," Ice Body"," Sturdy",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,2,505,117,184,44,46,28,"Kalos",5120,1000000,70,514,"55"
"Noibat","Onbat<U+30AA><U+30F3><U+30D0><U+30C3><U+30C8>",714,"Sound Wave Pokémon","VI","Kalos",0,"Flying","Dragon","Frisk"," Infiltrator"," Telepathy",NA,NA,NA,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,40,0.5,8,30,35,45,40,55,"Kalos",5120,1000000,70,245,"190"
"Noivern","Onvern<U+30AA><U+30F3><U+30D0><U+30FC><U+30F3>",715,"Sound Wave Pokémon","VI","Kalos",0,"Flying","Dragon","Frisk"," Infiltrator"," Telepathy",NA,NA,NA,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,85,1.5,85,70,80,97,80,123,"Kalos",5120,1000000,70,535,"45"
"Xerneas","Xerneas<U+30BC><U+30EB><U+30CD><U+30A2><U+30B9>",716,"Life Pokémon","VI","Kalos",1,"Fairy","None","Fairy Aura",NA,NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,126,3,215,131,95,131,98,99,"Kalos",30720,1250000,0,680,"45"
"Yveltal","Yveltal<U+30A4><U+30D9><U+30EB><U+30BF><U+30EB>",717,"Destruction Pokémon","VI","Kalos",1,"Dark","Flying","Dark Aura",NA,NA,NA,NA,NA,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,126,5.8,203,131,95,131,98,99,"Kalos",30720,1250000,0,680,"45"
"Zygarde","Zygarde (10% Forme)<U+30B8><U+30AC><U+30EB><U+30C7>",718,"Order Pokémon","VI","Kalos",1,"Dragon","Ground","Aura Break"," Power Construct",NA,NA,NA,NA,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,216,5,284.6,100,121,91,95,85,"Kalos",30720,1250000,0,708,"3"
"Diancie","Diancie<U+30C7><U+30A3><U+30A2><U+30F3><U+30B7><U+30FC>",719,"Jewel Pokémon","VI","Kalos",1,"Rock","Fairy","Clear Body",NA,NA,NA,NA,NA,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,0.7,8.8,160,110,160,110,110,"Kalos",6400,1250000,70,700,"3"
"Hoopa","Hoopa (imashimerareshi Hoopa)<U+30D5><U+30FC><U+30D1>",720,"Mischief Pokémon (Confined)Djinn Pokémonn (Unbound)","VI","Kalos",1,"Psychic","Ghost","Magician",NA,NA,NA,NA,NA,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,80,0.5,9,160,60,170,130,80,"Kalos",30720,1250000,100,680,"3"
"Volcanion","Volcanion<U+30DC><U+30EB><U+30B1><U+30CB><U+30AA><U+30F3>",721,"Steam Pokémon","VI","Kalos",1,"Fire","Water","Water Absorb",NA,NA,NA,NA,NA,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,80,1.7,195,110,120,130,90,70,"Kalos",30720,1250000,100,600,"3"
"Rowlet","Mokuroh<U+30E2><U+30AF><U+30ED><U+30FC>",722,"Grass Quill Pokémon","VII","Alola",0,"Grass","Flying","Overgrow"," Long Reach",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,0.3,1.5,55,55,50,50,42,"Alola",3840,1059860,70,320,"45"
"Dartrix","Fukuthrow<U+30D5><U+30AF><U+30B9><U+30ED><U+30FC>",723,"Blade Quill Pokémon","VII","Alola",0,"Grass","Flying","Overgrow"," Long Reach",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,78,0.7,16,75,75,70,70,52,"Alola",3840,1059860,70,420,"45"
"Decidueye","Junaiper<U+30B8><U+30E5><U+30CA><U+30A4><U+30D1><U+30FC>",724,"Arrow Quill Pokémon","VII","Alola",0,"Grass","Ghost","Overgrow"," Long Reach",NA,NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,78,1.6,36.6,107,75,100,100,70,"Alola",3840,1059860,70,530,"45"
"Litten","Nyabby<U+30CB><U+30E3><U+30D3><U+30FC>",725,"Fire Cat Pokémon","VII","Alola",0,"Fire","None","Blaze"," Intimidate",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,0.4,4.3,65,40,60,40,70,"Alola",3840,1059860,70,320,"45"
"Torracat","Nyaheat<U+30CB><U+30E3><U+30D2><U+30FC><U+30C8>",726,"Fire Cat Pokémon","VII","Alola",0,"Fire","None","Blaze"," Intimidate",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,0.7,25,85,50,80,50,90,"Alola",3840,1059860,70,420,"45"
"Incineroar","Gaogaen<U+30AC><U+30AA><U+30AC><U+30A8><U+30F3>",727,"Heel Pokémon","VII","Alola",0,"Fire","Dark","Blaze"," Intimidate",NA,NA,NA,NA,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,95,1.8,83,115,90,80,90,60,"Alola",3840,1059860,70,530,"45"
"Popplio","Ashimari<U+30A2><U+30B7><U+30DE><U+30EA>",728,"Sea Lion Pokémon","VII","Alola",0,"Water","None","Torrent"," Liquid Voice",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.4,7.5,54,54,66,56,40,"Alola",3840,1059860,70,320,"45"
"Brionne","Osyamari<U+30AA><U+30B7><U+30E3><U+30DE><U+30EA>",729,"Pop Star Pokémon","VII","Alola",0,"Water","None","Torrent"," Liquid Voice",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,0.6,17.5,69,69,91,81,50,"Alola",3840,1059860,70,420,"45"
"Primarina","Ashirene<U+30A2><U+30B7><U+30EC><U+30FC><U+30CC>",730,"Soloist Pokémon","VII","Alola",0,"Water","Fairy","Torrent"," Liquid Voice",NA,NA,NA,NA,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,80,1.8,44,74,74,126,116,60,"Alola",3840,1059860,70,530,"45"
"Pikipek","Tsutsukera<U+30C4><U+30C4><U+30B1><U+30E9>",731,"Woodpecker Pokémon","VII","Alola",0,"Normal","Flying","Keen Eye"," Skill Link"," Pickup",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,35,0.3,1.2,75,30,30,30,65,"Alola",3840,1000000,70,265,"255"
"Trumbeak","Kerarappa<U+30B1><U+30E9><U+30E9><U+30C3><U+30D1>",732,"Bugle Beak Pokémon","VII","Alola",0,"Normal","Flying","Keen Eye"," Skill Link"," Pickup",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,0.6,14.8,85,50,40,50,75,"Alola",3840,1000000,70,355,"120"
"Toucannon","Dodekabashi<U+30C9><U+30C7><U+30AB><U+30D0><U+30B7>",733,"Cannon Pokémon","VII","Alola",0,"Normal","Flying","Keen Eye"," Skill Link"," Sheer Force",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,80,1.1,26,120,75,75,75,60,"Alola",3840,1000000,70,485,"45"
"Yungoos","Youngoose<U+30E4><U+30F3><U+30B0><U+30FC><U+30B9>",734,"Loitering Pokémon","VII","Alola",0,"Normal","None","Stakeout"," Strong Jaw"," Adaptability",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,48,0.4,6,70,30,30,30,45,"Alola",3840,1000000,70,253,"255"
"Gumshoos","Dekagoose<U+30C7><U+30AB><U+30B0><U+30FC><U+30B9>",735,"Stakeout Pokémon","VII","Alola",0,"Normal","None","Stakeout"," Strong Jaw"," Adaptability",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,88,0.7,14.2,110,60,55,60,45,"Alola",3840,1000000,70,418,"127"
"Grubbin","Agojimushi<U+30A2><U+30B4><U+30B8><U+30E0><U+30B7>",736,"Larva Pokémon","VII","Alola",0,"Bug","None","Swarm",NA,NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,0.4,4.4,62,45,55,45,46,"Alola",3840,1000000,70,300,"255"
"Charjabug","Dendimushi<U+30C7><U+30F3><U+30C2><U+30E0><U+30B7>",737,"Battery Pokémon","VII","Alola",0,"Bug","Electric","Battery",NA,NA,NA,NA,NA,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,57,0.5,10.5,82,95,55,75,36,"Alola",3840,1000000,70,400,"120"
"Vikavolt","Kuwagannon<U+30AF><U+30EF><U+30AC><U+30CE><U+30F3>",738,"Stag Beetle Pokémon","VII","Alola",0,"Bug","Electric","Levitate",NA,NA,NA,NA,NA,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,1.5,45,70,90,145,75,43,"Alola",3840,1000000,70,500,"45"
"Crabrawler","Makenkani<U+30DE><U+30B1><U+30F3><U+30AB><U+30CB>",739,"Boxing Pokémon","VII","Alola",0,"Fighting","None","Hyper Cutter"," Iron Fist"," Anger Point",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,47,0.6,7,82,57,42,47,63,"Alola",5120,1000000,70,338,"225"
"Crabominable","Kekenkani<U+30B1><U+30B1><U+30F3><U+30AB><U+30CB>",740,"Woolly Crab Pokémon","VII","Alola",0,"Fighting","Ice","Hyper Cutter"," Iron Fist"," Anger Point",NA,NA,NA,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,97,1.7,180,132,77,62,67,43,"Alola",5120,1000000,70,478,"60"
"Oricorio","Odoridori (pachipachi Style)<U+30AA><U+30C9><U+30EA><U+30C9><U+30EA>",741,"Dancing Pokémon","VII","Alola",0,"Fire","Flying","Dancer",NA,NA,NA,NA,NA,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,75,0.6,3.4,70,70,98,70,93,"Alola",5120,1000000,70,476,"45"
"Cutiefly","Abuly<U+30A2><U+30D6><U+30EA><U+30FC>",742,"Bee Fly Pokémon","VII","Alola",0,"Bug","Fairy","Honey Gather"," Shield Dust"," Sweet Veil",NA,NA,NA,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,40,0.1,0.2,45,40,55,40,84,"Alola",5120,1000000,70,304,"190"
"Ribombee","Aburibbon<U+30A2><U+30D6><U+30EA><U+30DC><U+30F3>",743,"Bee Fly Pokémon","VII","Alola",0,"Bug","Fairy","Honey Gather"," Shield Dust"," Sweet Veil",NA,NA,NA,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,60,0.2,0.5,55,60,95,70,124,"Alola",5120,1000000,70,464,"75"
"Rockruff","Iwanko<U+30A4><U+30EF><U+30F3><U+30B3>",744,"Puppy Pokémon","VII","Alola",0,"Rock","None","Keen Eye"," Vital Spirit"," Steadfast",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,0.5,9.2,65,40,30,40,60,"Alola",3840,1000000,70,280,"190"
"Lycanroc","Lugarugan (mahiru No Sugata)<U+30EB><U+30AC><U+30EB><U+30AC><U+30F3>",745,"Wolf Pokémon","VII","Alola",0,"Rock","None","Keen Eye"," Sand Rush"," Steadfast"," Keen Eye"," Vital Spirit"," No Guard",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,85,0.8,25,115,75,55,75,82,"Alola",3840,1000000,70,487,"90"
"Wishiwashi","Yowashi (tandoku No Sugata)<U+30E8><U+30EF><U+30B7>",746,"Small Fry Pokémon","VII","Alola",0,"Water","None","Schooling",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,0.2,0.3,140,130,140,135,30,"Alola",3840,800000,70,620,"60"
"Mareanie","Hidoide<U+30D2><U+30C9><U+30A4><U+30C7>",747,"Brutal Star Pokémon","VII","Alola",0,"Poison","Water","Merciless"," Limber"," Regenerator",NA,NA,NA,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,0.4,8,53,62,43,52,45,"Alola",5120,1000000,70,305,"190"
"Toxapex","Dohidoide<U+30C9><U+30D2><U+30C9><U+30A4><U+30C7>",748,"Brutal Star Pokémon","VII","Alola",0,"Poison","Water","Merciless"," Limber"," Regenerator",NA,NA,NA,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,0.7,14.5,63,152,53,142,35,"Alola",5120,1000000,70,495,"75"
"Mudbray","Dorobanko<U+30C9><U+30ED><U+30D0><U+30F3><U+30B3>",749,"Donkey Pokémon","VII","Alola",0,"Ground","None","Own Tempo"," Stamina"," Inner Focus",NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,1,110,100,70,45,55,45,"Alola",5120,1000000,70,385,"190"
"Mudsdale","Banbadoro<U+30D0><U+30F3><U+30D0><U+30C9><U+30ED>",750,"Draft Horse Pokémon","VII","Alola",0,"Ground","None","Own Tempo"," Stamina"," Inner Focus",NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,2.5,920,125,100,55,85,35,"Alola",5120,1000000,70,500,"60"
"Dewpider","Shizukumo<U+30B7><U+30BA><U+30AF><U+30E2>",751,"Water Bubble Pokémon","VII","Alola",0,"Water","Bug","Water Bubble"," Water Absorb",NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,38,0.3,4,40,52,40,72,27,"Alola",3840,1000000,70,269,"200"
"Araquanid","Onishizukumo<U+30AA><U+30CB><U+30B7><U+30BA><U+30AF><U+30E2>",752,"Water Bubble Pokémon","VII","Alola",0,"Water","Bug","Water Bubble"," Water Absorb",NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,68,1.8,82,70,92,50,132,42,"Alola",3840,1000000,70,454,"100"
"Fomantis","Karikiri<U+30AB><U+30EA><U+30AD><U+30EA>",753,"Sickle Grass Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,0.3,1.5,55,35,50,35,35,"Alola",5120,1000000,70,250,"190"
"Lurantis","Lalantes<U+30E9><U+30E9><U+30F3><U+30C6><U+30B9>",754,"Bloom Sickle Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,0.9,18.5,105,90,80,90,45,"Alola",5120,1000000,70,480,"75"
"Morelull","Nemasyu<U+30CD><U+30DE><U+30B7><U+30E5>",755,"Illuminating Pokémon","VII","Alola",0,"Grass","Fairy","Illuminate"," Effect Spore"," Rain Dish",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,40,0.2,1.5,35,55,65,75,15,"Alola",5120,1000000,70,285,"190"
"Shiinotic","Mashade<U+30DE><U+30B7><U+30A7><U+30FC><U+30C9>",756,"Illuminating Pokémon","VII","Alola",0,"Grass","Fairy","Illuminate"," Effect Spore"," Rain Dish",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,60,1,11.5,45,80,90,100,30,"Alola",5120,1000000,70,405,"75"
"Salandit","Yatoumori<U+30E4><U+30C8><U+30A6><U+30E2><U+30EA>",757,"Toxic Lizard Pokémon","VII","Alola",0,"Poison","Fire","Corrosion"," Oblivious",NA,NA,NA,NA,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,48,0.6,4.8,44,40,71,40,77,"Alola",5120,1000000,70,320,"120"
"Salazzle","Ennewt<U+30A8><U+30F3><U+30CB><U+30E5><U+30FC><U+30C8>",758,"Toxic Lizard Pokémon","VII","Alola",0,"Poison","Fire","Corrosion"," Oblivious",NA,NA,NA,NA,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,68,1.2,22.2,64,60,111,60,117,"Alola",5120,1000000,70,480,"45"
"Stufful","Nuikoguma<U+30CC><U+30A4><U+30B3><U+30B0><U+30DE>",759,"Flailing Pokémon","VII","Alola",0,"Normal","Fighting","Fluffy"," Klutz"," Cute Charm",NA,NA,NA,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,70,0.5,6.8,75,50,45,50,50,"Alola",3840,1000000,70,340,"140"
"Bewear","Kiteruguma<U+30AD><U+30C6><U+30EB><U+30B0><U+30DE>",760,"Strong Arm Pokémon","VII","Alola",0,"Normal","Fighting","Fluffy"," Klutz"," Unnerve",NA,NA,NA,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,120,2.1,135,125,80,55,60,60,"Alola",3840,1000000,70,500,"70"
"Bounsweet","Amakaji<U+30A2><U+30DE><U+30AB><U+30B8>",761,"Fruit Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Oblivious"," Sweet Veil",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,42,0.3,3.2,30,38,30,38,32,"Alola",5120,1059860,70,210,"235"
"Steenee","Amamaiko<U+30A2><U+30DE><U+30DE><U+30A4><U+30B3>",762,"Fruit Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Oblivious"," Sweet Veil",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,52,0.7,8.2,40,48,40,48,62,"Alola",5120,1059860,70,290,"120"
"Tsareena","Amajo<U+30A2><U+30DE><U+30FC><U+30B8><U+30E7>",763,"Fruit Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Queenly Majesty"," Sweet Veil",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,72,1.2,21.4,120,98,50,98,72,"Alola",5120,1059860,70,510,"45"
"Comfey","Cuwawa<U+30AD><U+30E5><U+30EF><U+30EF><U+30FC>",764,"Posy Picker Pokémon","VII","Alola",0,"Fairy","None","Flower Veil"," Triage"," Natural Cure",NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,51,0.1,0.3,52,90,82,110,100,"Alola",5120,800000,70,485,"60"
"Oranguru","Yareyuutan<U+30E4><U+30EC><U+30E6><U+30FC><U+30BF><U+30F3>",765,"Sage Pokémon","VII","Alola",0,"Normal","Psychic","Inner Focus"," Telepathy"," Symbiosis",NA,NA,NA,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,90,1.5,76,60,80,90,110,60,"Alola",5120,1250000,70,490,"45"
"Passimian","Nagetukesaru<U+30CA><U+30B2><U+30C4><U+30B1><U+30B5><U+30EB>",766,"Teamwork Pokémon","VII","Alola",0,"Fighting","None","Receiver"," Defiant",NA,NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,2,82.8,120,90,40,60,80,"Alola",5120,1250000,70,490,"45"
"Wimpod","Kosokumushi<U+30B3><U+30BD><U+30AF><U+30E0><U+30B7>",767,"Turn Tail Pokémon","VII","Alola",0,"Bug","Water","Wimp Out",NA,NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,25,0.5,12,35,40,20,30,80,"Alola",5120,1000000,70,230,"90"
"Golisopod","Gusokumusha<U+30B0><U+30BD><U+30AF><U+30E0><U+30B7><U+30E3>",768,"Hard Scale Pokémon","VII","Alola",0,"Bug","Water","Emergency Exit",NA,NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,75,2,108,125,140,60,90,40,"Alola",5120,1000000,70,530,"45"
