"","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Ability_1","Ability_2","Ability_3","Ability_4","Ability_5","Ability_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Honedge",679,"Sword Pokémon","VI","Kalos",0,"Steel","Ghost","No Guard",NA,NA,NA,NA,NA,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,45,0.8,2,80,100,35,37,28,5120,1000000,70,325,180
"Doublade",680,"Sword Pokémon","VI","Kalos",0,"Steel","Ghost","No Guard",NA,NA,NA,NA,NA,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,59,0.8,4.5,110,150,45,49,35,5120,1000000,70,448,90
"Aegislash",681,"Royal Sword Pokémon","VI","Kalos",0,"Steel","Ghost","Stance Change",NA,NA,NA,NA,NA,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,60,1.7,53,150,50,150,50,60,5120,1000000,70,520,45
"Spritzee",682,"Perfume Pokémon","VI","Kalos",0,"Fairy","None","Healer"," Aroma Veil",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,78,0.2,0.5,52,60,63,65,23,5120,1000000,70,341,200
"Aromatisse",683,"Fragrance Pokémon","VI","Kalos",0,"Fairy","None","Healer"," Aroma Veil",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,101,0.8,15.5,72,72,99,89,29,5120,1000000,70,462,140
"Swirlix",684,"Cotton Candy Pokémon","VI","Kalos",0,"Fairy","None","Sweet Veil"," Unburden",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,62,0.4,3.5,48,66,59,57,49,5120,1000000,70,341,200
"Slurpuff",685,"Meringue Pokémon","VI","Kalos",0,"Fairy","None","Sweet Veil"," Unburden",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,82,0.8,5,80,86,85,75,72,5120,1000000,70,480,140
"Inkay",686,"Revolving Pokémon","VI","Kalos",0,"Dark","Psychic","Contrary"," Suction Cups"," Infiltrator",NA,NA,NA,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,53,0.4,3.5,54,53,37,46,45,5120,1000000,70,288,190
"Malamar",687,"Overturning Pokémon","VI","Kalos",0,"Dark","Psychic","Contrary"," Suction Cups"," Infiltrator",NA,NA,NA,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,86,1.5,47,92,88,68,75,73,5120,1000000,70,482,80
"Binacle",688,"Two-Handed Pokémon","VI","Kalos",0,"Rock","Water","Tough Claws"," Sniper"," Pickpocket",NA,NA,NA,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,42,0.5,31,52,67,39,56,50,5120,1000000,70,306,120
"Barbaracle",689,"Collective Pokémon","VI","Kalos",0,"Rock","Water","Tough Claws"," Sniper"," Pickpocket",NA,NA,NA,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,72,1.3,96,105,115,54,86,68,5120,1000000,70,500,45
"Skrelp",690,"Mock Kelp Pokémon","VI","Kalos",0,"Poison","Water","Poison Point"," Poison Touch"," Adaptability",NA,NA,NA,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,0.5,7.3,60,60,60,60,30,5120,1000000,70,320,225
"Dragalge",691,"Mock Kelp Pokémon","VI","Kalos",0,"Poison","Dragon","Poison Point"," Poison Touch"," Adaptability",NA,NA,NA,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,65,1.8,81.5,75,90,97,123,44,5120,1000000,70,494,55
"Clauncher",692,"Water Gun Pokémon","VI","Kalos",0,"Water","None","Mega Launcher",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.5,8.3,53,62,58,63,44,3840,1250000,70,330,225
"Clawitzer",693,"Howitzer Pokémon","VI","Kalos",0,"Water","None","Mega Launcher",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,71,1.3,35.3,73,88,120,89,59,3840,1250000,70,500,55
"Helioptile",694,"Generator Pokémon","VI","Kalos",0,"Electric","Normal","Dry Skin"," Sand Veil"," Solar Power",NA,NA,NA,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,44,0.5,6,38,33,61,43,70,5120,1000000,70,289,190
"Heliolisk",695,"Generator Pokémon","VI","Kalos",0,"Electric","Normal","Dry Skin"," Sand Veil"," Solar Power",NA,NA,NA,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,62,1,21,55,52,109,94,109,5120,1000000,70,481,75
"Tyrunt",696,"Royal Heir Pokémon","VI","Kalos",0,"Rock","Dragon","Strong Jaw"," Sturdy",NA,NA,NA,NA,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,58,0.8,26,89,77,45,45,48,7680,1000000,70,362,45
"Tyrantrum",697,"Despot Pokémon","VI","Kalos",0,"Rock","Dragon","Strong Jaw"," Rock Head",NA,NA,NA,NA,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,82,2.5,270,121,119,69,59,71,7680,1000000,70,521,45
"Amaura",698,"Tundra Pokémon","VI","Kalos",0,"Rock","Ice","Refrigerate"," Snow Warning",NA,NA,NA,NA,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,1.3,25.2,59,50,67,63,46,7680,1000000,70,362,45
"Aurorus",699,"Tundra Pokémon","VI","Kalos",0,"Rock","Ice","Refrigerate"," Snow Warning",NA,NA,NA,NA,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,123,2.7,225,77,72,99,92,58,7680,1000000,70,521,45
"Sylveon",700,"Intertwining Pokémon","VI","Kalos",0,"Fairy","None","Cute Charm"," Pixilate",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,95,1,23.5,65,65,110,130,60,8960,1000000,70,525,45
"Hawlucha",701,"Wrestling Pokémon","VI","Kalos",0,"Fighting","Flying","Limber"," Unburden"," Mold Breaker",NA,NA,NA,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,78,0.8,21.5,92,75,74,63,118,5120,1000000,70,500,100
"Dedenne",702,"Antenna Pokémon","VI","Kalos",0,"Electric","Fairy","Cheek Pouch"," Pickup"," Plus",NA,NA,NA,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,67,0.2,2.2,58,57,81,67,101,5120,1000000,70,431,180
"Carbink",703,"Jewel Pokémon","VI","Kalos",0,"Rock","Fairy","Clear Body"," Sturdy",NA,NA,NA,NA,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,0.3,5.7,50,150,50,150,50,6400,1250000,70,500,60
"Goomy",704,"Soft Tissue Pokémon","VI","Kalos",0,"Dragon","None","Sap Sipper"," Hydration"," Gooey",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,0.3,2.8,50,35,55,75,40,10240,1250000,35,300,45
"Sliggoo",705,"Soft Tissue Pokémon","VI","Kalos",0,"Dragon","None","Sap Sipper"," Hydration"," Gooey",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,68,0.8,17.5,75,53,83,113,60,10240,1250000,35,452,45
"Goodra",706,"Dragon Pokémon","VI","Kalos",0,"Dragon","None","Sap Sipper"," Hydration"," Gooey",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,90,2,150.5,100,70,110,150,80,10240,1250000,35,600,45
"Klefki",707,"Key Ring Pokémon","VI","Kalos",0,"Steel","Fairy","Prankster"," Magician",NA,NA,NA,NA,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,57,0.2,3,80,91,80,87,75,5120,800000,70,470,75
"Phantump",708,"Stump Pokémon","VI","Kalos",0,"Ghost","Grass","Natural Cure"," Frisk"," Harvest",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,43,0.4,7,70,48,50,60,38,5120,1000000,70,309,120
"Trevenant",709,"Elder Tree Pokémon","VI","Kalos",0,"Ghost","Grass","Natural Cure"," Frisk"," Harvest",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,85,1.5,71,110,76,65,82,56,5120,1000000,70,474,60
"Pumpkaboo",710,"Pumpkin Pokémon","VI","Kalos",0,"Ghost","Grass","Pickup"," Frisk"," Insomnia",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,59,0.8,15,66,70,44,55,41,5120,1000000,70,335,120
"Gourgeist",711,"Pumpkin Pokémon","VI","Kalos",0,"Ghost","Grass","Pickup"," Frisk"," Insomnia",NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,85,1.7,39,100,122,58,75,54,5120,1000000,70,494,60
"Bergmite",712,"Ice Chunk Pokémon","VI","Kalos",0,"Ice","None","Own Tempo"," Ice Body"," Sturdy",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,55,1,99.5,69,85,32,35,28,5120,1000000,70,304,190
"Avalugg",713,"Iceberg Pokémon","VI","Kalos",0,"Ice","None","Own Tempo"," Ice Body"," Sturdy",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,2,505,117,184,44,46,28,5120,1000000,70,514,55
"Noibat",714,"Sound Wave Pokémon","VI","Kalos",0,"Flying","Dragon","Frisk"," Infiltrator"," Telepathy",NA,NA,NA,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,40,0.5,8,30,35,45,40,55,5120,1000000,70,245,190
"Noivern",715,"Sound Wave Pokémon","VI","Kalos",0,"Flying","Dragon","Frisk"," Infiltrator"," Telepathy",NA,NA,NA,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,85,1.5,85,70,80,97,80,123,5120,1000000,70,535,45
"Xerneas",716,"Life Pokémon","VI","Kalos",1,"Fairy","None","Fairy Aura",NA,NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,126,3,215,131,95,131,98,99,30720,1250000,0,680,45
"Yveltal",717,"Destruction Pokémon","VI","Kalos",1,"Dark","Flying","Dark Aura",NA,NA,NA,NA,NA,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,126,5.8,203,131,95,131,98,99,30720,1250000,0,680,45
"Zygarde",718,"Order Pokémon","VI","Kalos",1,"Dragon","Ground","Aura Break"," Power Construct",NA,NA,NA,NA,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,216,5,284.6,100,121,91,95,85,30720,1250000,0,708,3
"Diancie",719,"Jewel Pokémon","VI","Kalos",1,"Rock","Fairy","Clear Body",NA,NA,NA,NA,NA,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,0.7,8.8,160,110,160,110,110,6400,1250000,70,700,3
"Hoopa",720,"Mischief Pokémon (Confined)Djinn Pokémonn (Unbound)","VI","Kalos",1,"Psychic","Ghost","Magician",NA,NA,NA,NA,NA,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,80,0.5,9,160,60,170,130,80,30720,1250000,100,680,3
"Volcanion",721,"Steam Pokémon","VI","Kalos",1,"Fire","Water","Water Absorb",NA,NA,NA,NA,NA,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,80,1.7,195,110,120,130,90,70,30720,1250000,100,600,3
"Rowlet",722,"Grass Quill Pokémon","VII","Alola",0,"Grass","Flying","Overgrow"," Long Reach",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,0.3,1.5,55,55,50,50,42,3840,1059860,70,320,45
"Dartrix",723,"Blade Quill Pokémon","VII","Alola",0,"Grass","Flying","Overgrow"," Long Reach",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,78,0.7,16,75,75,70,70,52,3840,1059860,70,420,45
"Decidueye",724,"Arrow Quill Pokémon","VII","Alola",0,"Grass","Ghost","Overgrow"," Long Reach",NA,NA,NA,NA,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,78,1.6,36.6,107,75,100,100,70,3840,1059860,70,530,45
"Litten",725,"Fire Cat Pokémon","VII","Alola",0,"Fire","None","Blaze"," Intimidate",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,0.4,4.3,65,40,60,40,70,3840,1059860,70,320,45
"Torracat",726,"Fire Cat Pokémon","VII","Alola",0,"Fire","None","Blaze"," Intimidate",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,0.7,25,85,50,80,50,90,3840,1059860,70,420,45
"Incineroar",727,"Heel Pokémon","VII","Alola",0,"Fire","Dark","Blaze"," Intimidate",NA,NA,NA,NA,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,95,1.8,83,115,90,80,90,60,3840,1059860,70,530,45
"Popplio",728,"Sea Lion Pokémon","VII","Alola",0,"Water","None","Torrent"," Liquid Voice",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.4,7.5,54,54,66,56,40,3840,1059860,70,320,45
"Brionne",729,"Pop Star Pokémon","VII","Alola",0,"Water","None","Torrent"," Liquid Voice",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,0.6,17.5,69,69,91,81,50,3840,1059860,70,420,45
"Primarina",730,"Soloist Pokémon","VII","Alola",0,"Water","Fairy","Torrent"," Liquid Voice",NA,NA,NA,NA,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,80,1.8,44,74,74,126,116,60,3840,1059860,70,530,45
"Pikipek",731,"Woodpecker Pokémon","VII","Alola",0,"Normal","Flying","Keen Eye"," Skill Link"," Pickup",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,35,0.3,1.2,75,30,30,30,65,3840,1000000,70,265,255
"Trumbeak",732,"Bugle Beak Pokémon","VII","Alola",0,"Normal","Flying","Keen Eye"," Skill Link"," Pickup",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,0.6,14.8,85,50,40,50,75,3840,1000000,70,355,120
"Toucannon",733,"Cannon Pokémon","VII","Alola",0,"Normal","Flying","Keen Eye"," Skill Link"," Sheer Force",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,80,1.1,26,120,75,75,75,60,3840,1000000,70,485,45
"Yungoos",734,"Loitering Pokémon","VII","Alola",0,"Normal","None","Stakeout"," Strong Jaw"," Adaptability",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,48,0.4,6,70,30,30,30,45,3840,1000000,70,253,255
"Gumshoos",735,"Stakeout Pokémon","VII","Alola",0,"Normal","None","Stakeout"," Strong Jaw"," Adaptability",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,88,0.7,14.2,110,60,55,60,45,3840,1000000,70,418,127
"Grubbin",736,"Larva Pokémon","VII","Alola",0,"Bug","None","Swarm",NA,NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,0.4,4.4,62,45,55,45,46,3840,1000000,70,300,255
"Charjabug",737,"Battery Pokémon","VII","Alola",0,"Bug","Electric","Battery",NA,NA,NA,NA,NA,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,57,0.5,10.5,82,95,55,75,36,3840,1000000,70,400,120
"Vikavolt",738,"Stag Beetle Pokémon","VII","Alola",0,"Bug","Electric","Levitate",NA,NA,NA,NA,NA,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,1.5,45,70,90,145,75,43,3840,1000000,70,500,45
"Crabrawler",739,"Boxing Pokémon","VII","Alola",0,"Fighting","None","Hyper Cutter"," Iron Fist"," Anger Point",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,47,0.6,7,82,57,42,47,63,5120,1000000,70,338,225
"Crabominable",740,"Woolly Crab Pokémon","VII","Alola",0,"Fighting","Ice","Hyper Cutter"," Iron Fist"," Anger Point",NA,NA,NA,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,97,1.7,180,132,77,62,67,43,5120,1000000,70,478,60
"Oricorio",741,"Dancing Pokémon","VII","Alola",0,"Fire","Flying","Dancer",NA,NA,NA,NA,NA,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,75,0.6,3.4,70,70,98,70,93,5120,1000000,70,476,45
"Cutiefly",742,"Bee Fly Pokémon","VII","Alola",0,"Bug","Fairy","Honey Gather"," Shield Dust"," Sweet Veil",NA,NA,NA,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,40,0.1,0.2,45,40,55,40,84,5120,1000000,70,304,190
"Ribombee",743,"Bee Fly Pokémon","VII","Alola",0,"Bug","Fairy","Honey Gather"," Shield Dust"," Sweet Veil",NA,NA,NA,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,60,0.2,0.5,55,60,95,70,124,5120,1000000,70,464,75
"Rockruff",744,"Puppy Pokémon","VII","Alola",0,"Rock","None","Keen Eye"," Vital Spirit"," Steadfast",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,0.5,9.2,65,40,30,40,60,3840,1000000,70,280,190
"Lycanroc",745,"Wolf Pokémon","VII","Alola",0,"Rock","None","Keen Eye"," Sand Rush"," Steadfast"," Keen Eye"," Vital Spirit"," No Guard",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,85,0.8,25,115,75,55,75,82,3840,1000000,70,487,90
"Wishiwashi",746,"Small Fry Pokémon","VII","Alola",0,"Water","None","Schooling",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,0.2,0.3,140,130,140,135,30,3840,800000,70,620,60
"Mareanie",747,"Brutal Star Pokémon","VII","Alola",0,"Poison","Water","Merciless"," Limber"," Regenerator",NA,NA,NA,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,0.4,8,53,62,43,52,45,5120,1000000,70,305,190
"Toxapex",748,"Brutal Star Pokémon","VII","Alola",0,"Poison","Water","Merciless"," Limber"," Regenerator",NA,NA,NA,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,0.7,14.5,63,152,53,142,35,5120,1000000,70,495,75
"Mudbray",749,"Donkey Pokémon","VII","Alola",0,"Ground","None","Own Tempo"," Stamina"," Inner Focus",NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,1,110,100,70,45,55,45,5120,1000000,70,385,190
"Mudsdale",750,"Draft Horse Pokémon","VII","Alola",0,"Ground","None","Own Tempo"," Stamina"," Inner Focus",NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,2.5,920,125,100,55,85,35,5120,1000000,70,500,60
"Dewpider",751,"Water Bubble Pokémon","VII","Alola",0,"Water","Bug","Water Bubble"," Water Absorb",NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,38,0.3,4,40,52,40,72,27,3840,1000000,70,269,200
"Araquanid",752,"Water Bubble Pokémon","VII","Alola",0,"Water","Bug","Water Bubble"," Water Absorb",NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,68,1.8,82,70,92,50,132,42,3840,1000000,70,454,100
"Fomantis",753,"Sickle Grass Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,0.3,1.5,55,35,50,35,35,5120,1000000,70,250,190
"Lurantis",754,"Bloom Sickle Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,0.9,18.5,105,90,80,90,45,5120,1000000,70,480,75
"Morelull",755,"Illuminating Pokémon","VII","Alola",0,"Grass","Fairy","Illuminate"," Effect Spore"," Rain Dish",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,40,0.2,1.5,35,55,65,75,15,5120,1000000,70,285,190
"Shiinotic",756,"Illuminating Pokémon","VII","Alola",0,"Grass","Fairy","Illuminate"," Effect Spore"," Rain Dish",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,60,1,11.5,45,80,90,100,30,5120,1000000,70,405,75
"Salandit",757,"Toxic Lizard Pokémon","VII","Alola",0,"Poison","Fire","Corrosion"," Oblivious",NA,NA,NA,NA,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,48,0.6,4.8,44,40,71,40,77,5120,1000000,70,320,120
"Salazzle",758,"Toxic Lizard Pokémon","VII","Alola",0,"Poison","Fire","Corrosion"," Oblivious",NA,NA,NA,NA,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,68,1.2,22.2,64,60,111,60,117,5120,1000000,70,480,45
"Stufful",759,"Flailing Pokémon","VII","Alola",0,"Normal","Fighting","Fluffy"," Klutz"," Cute Charm",NA,NA,NA,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,70,0.5,6.8,75,50,45,50,50,3840,1000000,70,340,140
"Bewear",760,"Strong Arm Pokémon","VII","Alola",0,"Normal","Fighting","Fluffy"," Klutz"," Unnerve",NA,NA,NA,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,120,2.1,135,125,80,55,60,60,3840,1000000,70,500,70
"Bounsweet",761,"Fruit Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Oblivious"," Sweet Veil",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,42,0.3,3.2,30,38,30,38,32,5120,1059860,70,210,235
"Steenee",762,"Fruit Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Oblivious"," Sweet Veil",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,52,0.7,8.2,40,48,40,48,62,5120,1059860,70,290,120
"Tsareena",763,"Fruit Pokémon","VII","Alola",0,"Grass","None","Leaf Guard"," Queenly Majesty"," Sweet Veil",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,72,1.2,21.4,120,98,50,98,72,5120,1059860,70,510,45
"Comfey",764,"Posy Picker Pokémon","VII","Alola",0,"Fairy","None","Flower Veil"," Triage"," Natural Cure",NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,51,0.1,0.3,52,90,82,110,100,5120,800000,70,485,60
"Oranguru",765,"Sage Pokémon","VII","Alola",0,"Normal","Psychic","Inner Focus"," Telepathy"," Symbiosis",NA,NA,NA,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,90,1.5,76,60,80,90,110,60,5120,1250000,70,490,45
"Passimian",766,"Teamwork Pokémon","VII","Alola",0,"Fighting","None","Receiver"," Defiant",NA,NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,2,82.8,120,90,40,60,80,5120,1250000,70,490,45
"Wimpod",767,"Turn Tail Pokémon","VII","Alola",0,"Bug","Water","Wimp Out",NA,NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,25,0.5,12,35,40,20,30,80,5120,1000000,70,230,90
"Golisopod",768,"Hard Scale Pokémon","VII","Alola",0,"Bug","Water","Emergency Exit",NA,NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,75,2,108,125,140,60,90,40,5120,1000000,70,530,45
"Sandygast",769,"Sand Heap Pokémon","VII","Alola",0,"Ghost","Ground","Water Compaction"," Sand Veil",NA,NA,NA,NA,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,0.5,70,55,80,70,45,15,3840,1000000,70,320,140
"Palossand",770,"Sand Castle Pokémon","VII","Alola",0,"Ghost","Ground","Water Compaction"," Sand Veil",NA,NA,NA,NA,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,85,1.3,250,75,110,100,75,35,3840,1000000,70,480,60
"Pyukumuku",771,"Sea Cucumber Pokémon","VII","Alola",0,"Water","None","Innards Out"," Unaware",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,0.3,1.2,60,130,30,130,5,3840,800000,70,410,60
"Type: Null",772,"Synthetic Pokémon","VII","Alola",0,"Normal","None","Battle Armor",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,1.9,120.5,95,95,95,95,59,30720,1250000,0,534,3
"Silvally",773,"Synthetic Pokémon","VII","Alola",0,"Normal","None","RKS System",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,2.3,100.5,95,95,95,95,95,30720,1250000,0,570,3
"Minior",774,"Meteor Pokémon","VII","Alola",0,"Rock","Flying","Shields Down",NA,NA,NA,NA,NA,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,60,0.3,40,100,60,100,60,120,6400,1059860,70,500,30
